Size,formula,normalized,normalizedSize
6,!(((s --> ⊥) <-> ⊥)),(((((s --> ⊥) --> ⊥) --> ((⊥ --> (s --> ⊥)) --> ⊥)) --> ⊥) --> ⊥),17
6,Box((Diamond(u) --> Box(v))),Box(((Box((u --> ⊥)) --> ⊥) --> Box(v))),10
6,((⊥ <-> Box(q)) --> w),((((⊥ --> Box(q)) --> ((Box(q) --> ⊥) --> ⊥)) --> ⊥) --> w),15
6,(x <-> !((x --> z))),(((x --> ((x --> z) --> ⊥)) --> ((((x --> z) --> ⊥) --> x) --> ⊥)) --> ⊥),19
6,(v && (p && Box(⊥))),((v --> (((p --> (Box(⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),14
6,(Box(t) && (⊥ <-> q)),((Box(t) --> ((((⊥ --> q) --> ((q --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),18
6,(x && (Diamond(s) && r)),((x --> ((((Box((s --> ⊥)) --> ⊥) --> (r --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),18
6,(v && Diamond(Diamond(Diamond(r)))),((v --> ((Box(((Box(((Box((r --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),22
6,(Diamond(u) --> (t && s)),((Box((u --> ⊥)) --> ⊥) --> ((t --> (s --> ⊥)) --> ⊥)),14
6,(z || Box((s <-> x))),((z --> ⊥) --> Box((((s --> x) --> ((x --> s) --> ⊥)) --> ⊥))),16
6,(⊥ && (v || Box(⊥))),((⊥ --> (((v --> ⊥) --> Box(⊥)) --> ⊥)) --> ⊥),12
6,(s && (Diamond(⊥) --> r)),((s --> (((Box((⊥ --> ⊥)) --> ⊥) --> r) --> ⊥)) --> ⊥),14
6,Box(((u && q) || v)),Box(((((u --> (q --> ⊥)) --> ⊥) --> ⊥) --> v)),12
6,(Box(s) && Box(Diamond(w))),((Box(s) --> (Box((Box((w --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),14
6,(Box(v) || (p && q)),((Box(v) --> ⊥) --> ((p --> (q --> ⊥)) --> ⊥)),12
6,(Diamond(!(w)) --> Diamond(w)),((Box(((w --> ⊥) --> ⊥)) --> ⊥) --> (Box((w --> ⊥)) --> ⊥)),15
6,(Box(z) || (w && y)),((Box(z) --> ⊥) --> ((w --> (y --> ⊥)) --> ⊥)),12
6,((⊥ && v) || Diamond(p)),((((⊥ --> (v --> ⊥)) --> ⊥) --> ⊥) --> (Box((p --> ⊥)) --> ⊥)),16
6,(Box(w) && (q || t)),((Box(w) --> (((q --> ⊥) --> t) --> ⊥)) --> ⊥),12
6,Box((s && !(!(q)))),Box(((s --> (((q --> ⊥) --> ⊥) --> ⊥)) --> ⊥)),12
6,Box((Diamond(r) && Diamond(r))),Box((((Box((r --> ⊥)) --> ⊥) --> ((Box((r --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)),18
6,((⊥ && ⊥) && !(⊥)),((((⊥ --> (⊥ --> ⊥)) --> ⊥) --> ((⊥ --> ⊥) --> ⊥)) --> ⊥),15
6,Box((Box(t) || Box(t))),Box(((Box(t) --> ⊥) --> Box(t))),8
6,(u --> (w && !(p))),(u --> ((w --> ((p --> ⊥) --> ⊥)) --> ⊥)),11
6,(Box((q && ⊥)) && ⊥),((Box(((q --> (⊥ --> ⊥)) --> ⊥)) --> (⊥ --> ⊥)) --> ⊥),14
6,((Diamond(w) || u) || x),(((((Box((w --> ⊥)) --> ⊥) --> ⊥) --> u) --> ⊥) --> x),14
6,(!((s || z)) || x),(((((s --> ⊥) --> z) --> ⊥) --> ⊥) --> x),11
6,!((!(v) && Box(p))),((((v --> ⊥) --> (Box(p) --> ⊥)) --> ⊥) --> ⊥),12
6,(r && (y --> !(z))),((r --> ((y --> (z --> ⊥)) --> ⊥)) --> ⊥),11
6,((u --> z) && Diamond(x)),(((u --> z) --> ((Box((x --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),14
6,(Diamond(Box(!(w))) && ⊥),(((Box((Box((w --> ⊥)) --> ⊥)) --> ⊥) --> (⊥ --> ⊥)) --> ⊥),15
6,(Diamond(!(⊥)) || !(u)),(((Box(((⊥ --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (u --> ⊥)),14
6,((p --> u) || Diamond(⊥)),(((p --> u) --> ⊥) --> (Box((⊥ --> ⊥)) --> ⊥)),12
6,((v --> x) && !(⊥)),(((v --> x) --> ((⊥ --> ⊥) --> ⊥)) --> ⊥),11
6,Box(((u --> ⊥) || t)),Box((((u --> ⊥) --> ⊥) --> t)),8
6,((t && Box(⊥)) --> ⊥),(((t --> (Box(⊥) --> ⊥)) --> ⊥) --> ⊥),10
6,(Diamond((⊥ --> z)) || v),(((Box(((⊥ --> z) --> ⊥)) --> ⊥) --> ⊥) --> v),12
6,!((Box(⊥) --> !(⊥))),((Box(⊥) --> (⊥ --> ⊥)) --> ⊥),8
6,(u && (⊥ --> Box(v))),((u --> ((⊥ --> Box(v)) --> ⊥)) --> ⊥),10
6,(Box(!(x)) || Box(⊥)),((Box((x --> ⊥)) --> ⊥) --> Box(⊥)),9
6,(!(Box(s)) --> !(x)),((Box(s) --> ⊥) --> (x --> ⊥)),8
6,Box((⊥ || (u --> t))),Box(((⊥ --> ⊥) --> (u --> t))),8
6,(u --> Diamond((s <-> r))),(u --> (Box(((((s --> r) --> ((r --> s) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)),18
6,(v --> (!(t) --> r)),(v --> ((t --> ⊥) --> r)),7
6,((q --> r) --> Box(q)),((q --> r) --> Box(q)),6
6,Box((v --> (x --> q))),Box((v --> (x --> q))),6
6,Diamond((Diamond(r) <-> Box(v))),(Box((((((Box((r --> ⊥)) --> ⊥) --> Box(v)) --> ((Box(v) --> (Box((r --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),28
6,(Box(⊥) --> (⊥ || ⊥)),(Box(⊥) --> ((⊥ --> ⊥) --> ⊥)),8
6,Box(Diamond((z || Box(v)))),Box((Box((((z --> ⊥) --> Box(v)) --> ⊥)) --> ⊥)),12
6,Diamond((Box(Diamond(v)) && s)),(Box((((Box((Box((v --> ⊥)) --> ⊥)) --> (s --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),18
6,Box(Diamond((!(t) && ⊥))),Box((Box(((((t --> ⊥) --> (⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)),15
6,Diamond((w && (⊥ <-> s))),(Box((((w --> ((((⊥ --> s) --> ((s --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),22
6,Diamond(Box(Diamond(Diamond(!(⊥))))),(Box((Box((Box(((Box(((⊥ --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),19
6,Diamond((!(Box(y)) <-> w)),(Box((((((Box(y) --> ⊥) --> w) --> ((w --> (Box(y) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),22
6,Diamond((!(z) || !(q))),(Box(((((z --> ⊥) --> ⊥) --> (q --> ⊥)) --> ⊥)) --> ⊥),14
6,Diamond((Diamond(⊥) --> Diamond(q))),(Box((((Box((⊥ --> ⊥)) --> ⊥) --> (Box((q --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),18
6,Diamond((s && (w && s))),(Box((((s --> (((w --> (s --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),18
6,!(Box(Diamond(!(Diamond(s))))),(Box((Box((((Box((s --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥),16
6,Diamond((!(v) && !(⊥))),(Box(((((v --> ⊥) --> ((⊥ --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),16
6,Diamond((y || !(Box(p)))),(Box((((y --> ⊥) --> (Box(p) --> ⊥)) --> ⊥)) --> ⊥),13
6,Diamond(((w --> x) <-> u)),(Box((((((w --> x) --> u) --> ((u --> (w --> x)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),20
6,Diamond((Box(t) --> Box(q))),(Box(((Box(t) --> Box(q)) --> ⊥)) --> ⊥),10
6,!(Box(Diamond(Diamond(Box(t))))),(Box((Box(((Box((Box(t) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥),15
6,Diamond(Box((t && !(q)))),(Box((Box(((t --> ((q --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),15
7,(z <-> ((q && p) <-> ⊥)),(((z --> (((((q --> (p --> ⊥)) --> ⊥) --> ⊥) --> ((⊥ --> ((q --> (p --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥)) --> (((((((q --> (p --> ⊥)) --> ⊥) --> ⊥) --> ((⊥ --> ((q --> (p --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> z) --> ⊥)) --> ⊥),55
7,(((p <-> u) && r) <-> p),((((((((p --> u) --> ((u --> p) --> ⊥)) --> ⊥) --> (r --> ⊥)) --> ⊥) --> p) --> ((p --> (((((p --> u) --> ((u --> p) --> ⊥)) --> ⊥) --> (r --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),43
7,((v && (s <-> ⊥)) <-> z),(((((v --> ((((s --> ⊥) --> ((⊥ --> s) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> z) --> ((z --> ((v --> ((((s --> ⊥) --> ((⊥ --> s) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),43
7,!((Box(y) <-> Diamond(!(r)))),((((Box(y) --> (Box(((r --> ⊥) --> ⊥)) --> ⊥)) --> (((Box(((r --> ⊥) --> ⊥)) --> ⊥) --> Box(y)) --> ⊥)) --> ⊥) --> ⊥),29
7,((Diamond(!(⊥)) && p) <-> y),((((((Box(((⊥ --> ⊥) --> ⊥)) --> ⊥) --> (p --> ⊥)) --> ⊥) --> y) --> ((y --> (((Box(((⊥ --> ⊥) --> ⊥)) --> ⊥) --> (p --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),37
7,(Diamond(x) <-> (p && Box(s))),((((Box((x --> ⊥)) --> ⊥) --> ((p --> (Box(s) --> ⊥)) --> ⊥)) --> ((((p --> (Box(s) --> ⊥)) --> ⊥) --> (Box((x --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),35
7,((!(Diamond(v)) || v) <-> p),(((((((Box((v --> ⊥)) --> ⊥) --> ⊥) --> ⊥) --> v) --> p) --> ((p --> ((((Box((v --> ⊥)) --> ⊥) --> ⊥) --> ⊥) --> v)) --> ⊥)) --> ⊥),33
7,(Diamond(Diamond(q)) --> (y <-> z)),((Box(((Box((q --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> (((y --> z) --> ((z --> y) --> ⊥)) --> ⊥)),23
7,((w && s) <-> (t && r)),(((((w --> (s --> ⊥)) --> ⊥) --> ((t --> (r --> ⊥)) --> ⊥)) --> ((((t --> (r --> ⊥)) --> ⊥) --> ((w --> (s --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),35
7,((Diamond(⊥) <-> !(s)) --> q),(((((Box((⊥ --> ⊥)) --> ⊥) --> (s --> ⊥)) --> (((s --> ⊥) --> (Box((⊥ --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> q),27
7,(!(Diamond(q)) <-> (⊥ && s)),(((((Box((q --> ⊥)) --> ⊥) --> ⊥) --> ((⊥ --> (s --> ⊥)) --> ⊥)) --> ((((⊥ --> (s --> ⊥)) --> ⊥) --> ((Box((q --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥),37
7,(v --> !((s <-> Diamond(q)))),(v --> ((((s --> (Box((q --> ⊥)) --> ⊥)) --> (((Box((q --> ⊥)) --> ⊥) --> s) --> ⊥)) --> ⊥) --> ⊥)),25
7,(!((q <-> Box(w))) || s),((((((q --> Box(w)) --> ((Box(w) --> q) --> ⊥)) --> ⊥) --> ⊥) --> ⊥) --> s),19
7,!(((u <-> ⊥) && Diamond(p))),((((((u --> ⊥) --> ((⊥ --> u) --> ⊥)) --> ⊥) --> ((Box((p --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥),24
7,(Box(u) <-> (Diamond(r) || ⊥)),(((Box(u) --> (((Box((r --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> (((((Box((r --> ⊥)) --> ⊥) --> ⊥) --> ⊥) --> Box(u)) --> ⊥)) --> ⊥),31
7,!(Diamond(Diamond((s --> !(z))))),((Box(((Box(((s --> (z --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥),17
7,Box(((Box(t) && y) || u)),Box(((((Box(t) --> (y --> ⊥)) --> ⊥) --> ⊥) --> u)),13
7,(Box(v) && Box(Box(Box(v)))),((Box(v) --> (Box(Box(Box(v))) --> ⊥)) --> ⊥),11
7,((Box(t) <-> ⊥) --> Diamond(s)),((((Box(t) --> ⊥) --> ((⊥ --> Box(t)) --> ⊥)) --> ⊥) --> (Box((s --> ⊥)) --> ⊥)),20
7,Box(Box(Box((Diamond(s) --> ⊥)))),Box(Box(Box(((Box((s --> ⊥)) --> ⊥) --> ⊥)))),11
7,(Diamond(Diamond((⊥ --> p))) --> s),((Box(((Box(((⊥ --> p) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> s),15
7,((q <-> (⊥ || x)) && q),(((((q --> ((⊥ --> ⊥) --> x)) --> ((((⊥ --> ⊥) --> x) --> q) --> ⊥)) --> ⊥) --> (q --> ⊥)) --> ⊥),25
7,(u <-> (y || (y || ⊥))),(((u --> ((y --> ⊥) --> ((y --> ⊥) --> ⊥))) --> ((((y --> ⊥) --> ((y --> ⊥) --> ⊥)) --> u) --> ⊥)) --> ⊥),27
7,(w <-> (!(!(⊥)) || ⊥)),(((w --> ((((⊥ --> ⊥) --> ⊥) --> ⊥) --> ⊥)) --> ((((((⊥ --> ⊥) --> ⊥) --> ⊥) --> ⊥) --> w) --> ⊥)) --> ⊥),27
7,(Diamond(p) --> (t || Diamond(v))),((Box((p --> ⊥)) --> ⊥) --> ((t --> ⊥) --> (Box((v --> ⊥)) --> ⊥))),17
7,((v || !(y)) <-> Box(p)),(((((v --> ⊥) --> (y --> ⊥)) --> Box(p)) --> ((Box(p) --> ((v --> ⊥) --> (y --> ⊥))) --> ⊥)) --> ⊥),25
7,(!(Box(Box(Diamond(⊥)))) <-> p),((((Box(Box((Box((⊥ --> ⊥)) --> ⊥))) --> ⊥) --> p) --> ((p --> (Box(Box((Box((⊥ --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥)) --> ⊥),29
7,(((x <-> v) || w) --> ⊥),((((((x --> v) --> ((v --> x) --> ⊥)) --> ⊥) --> ⊥) --> w) --> ⊥),17
7,(p || ((s || w) <-> t)),((p --> ⊥) --> (((((s --> ⊥) --> w) --> t) --> ((t --> ((s --> ⊥) --> w)) --> ⊥)) --> ⊥)),23
7,((z || (x <-> v)) || y),((((z --> ⊥) --> (((x --> v) --> ((v --> x) --> ⊥)) --> ⊥)) --> ⊥) --> y),19
7,(u <-> (t --> (⊥ || ⊥))),(((u --> (t --> ((⊥ --> ⊥) --> ⊥))) --> (((t --> ((⊥ --> ⊥) --> ⊥)) --> u) --> ⊥)) --> ⊥),23
7,!((Box((p || z)) <-> ⊥)),((((Box(((p --> ⊥) --> z)) --> ⊥) --> ((⊥ --> Box(((p --> ⊥) --> z))) --> ⊥)) --> ⊥) --> ⊥),23
7,(v <-> !((⊥ --> !(s)))),(((v --> ((⊥ --> (s --> ⊥)) --> ⊥)) --> ((((⊥ --> (s --> ⊥)) --> ⊥) --> v) --> ⊥)) --> ⊥),23
7,((Diamond(p) || u) --> Diamond(u)),((((Box((p --> ⊥)) --> ⊥) --> ⊥) --> u) --> (Box((u --> ⊥)) --> ⊥)),17
7,((z <-> u) --> !(Box(p))),((((z --> u) --> ((u --> z) --> ⊥)) --> ⊥) --> (Box(p) --> ⊥)),16
7,((s <-> t) && (z || t)),(((((s --> t) --> ((t --> s) --> ⊥)) --> ⊥) --> (((z --> ⊥) --> t) --> ⊥)) --> ⊥),21
7,((u <-> ⊥) && (y && s)),(((((u --> ⊥) --> ((⊥ --> u) --> ⊥)) --> ⊥) --> (((y --> (s --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),23
7,(⊥ && ((⊥ && q) --> w)),((⊥ --> ((((⊥ --> (q --> ⊥)) --> ⊥) --> w) --> ⊥)) --> ⊥),15
7,Box((Box((w || ⊥)) || ⊥)),Box(((Box(((w --> ⊥) --> ⊥)) --> ⊥) --> ⊥)),11
7,!((!((x <-> ⊥)) --> q)),((((((x --> ⊥) --> ((⊥ --> x) --> ⊥)) --> ⊥) --> ⊥) --> q) --> ⊥),17
7,(((q && u) && ⊥) || q),((((((q --> (u --> ⊥)) --> ⊥) --> (⊥ --> ⊥)) --> ⊥) --> ⊥) --> q),17
7,!(((w || !(w)) && z)),(((((w --> ⊥) --> (w --> ⊥)) --> (z --> ⊥)) --> ⊥) --> ⊥),15
7,(r && (r && (p && u))),((r --> (((r --> (((p --> (u --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),19
7,((t && Diamond(p)) || Diamond(⊥)),((((t --> ((Box((p --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> (Box((⊥ --> ⊥)) --> ⊥)),21
7,(!(r) || Box((v <-> w))),(((r --> ⊥) --> ⊥) --> Box((((v --> w) --> ((w --> v) --> ⊥)) --> ⊥))),18
7,Box(Box(((⊥ || u) && z))),Box(Box(((((⊥ --> ⊥) --> u) --> (z --> ⊥)) --> ⊥))),13
7,Box(((p --> s) || Box(⊥))),Box((((p --> s) --> ⊥) --> Box(⊥))),9
7,((!(v) || Diamond(v)) && q),(((((v --> ⊥) --> ⊥) --> (Box((v --> ⊥)) --> ⊥)) --> (q --> ⊥)) --> ⊥),18
7,((r && t) || (s || y)),((((r --> (t --> ⊥)) --> ⊥) --> ⊥) --> ((s --> ⊥) --> y)),15
7,((y || (t || u)) || x),((((y --> ⊥) --> ((t --> ⊥) --> u)) --> ⊥) --> x),13
7,Box((v --> Box((t || q)))),Box((v --> Box(((t --> ⊥) --> q)))),9
7,Box((Diamond(⊥) && (t || y))),Box((((Box((⊥ --> ⊥)) --> ⊥) --> (((t --> ⊥) --> y) --> ⊥)) --> ⊥)),17
7,(q && !((Diamond(y) --> q))),((q --> ((((Box((y --> ⊥)) --> ⊥) --> q) --> ⊥) --> ⊥)) --> ⊥),16
7,(⊥ && !((q --> !(x)))),((⊥ --> (((q --> (x --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),13
7,(y || (Diamond(⊥) && !(⊥))),((y --> ⊥) --> (((Box((⊥ --> ⊥)) --> ⊥) --> ((⊥ --> ⊥) --> ⊥)) --> ⊥)),18
7,((Diamond(!(s)) && v) && z),(((((Box(((s --> ⊥) --> ⊥)) --> ⊥) --> (v --> ⊥)) --> ⊥) --> (z --> ⊥)) --> ⊥),20
7,((Box(⊥) || Box(s)) && r),((((Box(⊥) --> ⊥) --> Box(s)) --> (r --> ⊥)) --> ⊥),13
7,((y && Box(t)) --> Box(⊥)),(((y --> (Box(t) --> ⊥)) --> ⊥) --> Box(⊥)),11
7,!((Box(Box(s)) --> Diamond(w))),((Box(Box(s)) --> (Box((w --> ⊥)) --> ⊥)) --> ⊥),12
7,((r || ⊥) || !(!(w))),((((r --> ⊥) --> ⊥) --> ⊥) --> ((w --> ⊥) --> ⊥)),13
7,(!((u || Diamond(w))) --> w),((((u --> ⊥) --> (Box((w --> ⊥)) --> ⊥)) --> ⊥) --> w),14
7,(Diamond((x --> p)) --> Box(s)),((Box(((x --> p) --> ⊥)) --> ⊥) --> Box(s)),11
7,((w --> !(z)) && Box(z)),(((w --> (z --> ⊥)) --> (Box(z) --> ⊥)) --> ⊥),12
7,((v && w) --> Diamond(Box(y))),(((v --> (w --> ⊥)) --> ⊥) --> (Box((Box(y) --> ⊥)) --> ⊥)),15
7,(⊥ && Diamond((z --> Box(s)))),((⊥ --> ((Box(((z --> Box(s)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),15
7,(Diamond((t <-> !(⊥))) || z),(((Box(((((t --> (⊥ --> ⊥)) --> (((⊥ --> ⊥) --> t) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> z),24
7,(!(!((r --> q))) || t),(((((r --> q) --> ⊥) --> ⊥) --> ⊥) --> t),11
7,Box((Diamond((y || r)) || z)),Box((((Box((((y --> ⊥) --> r) --> ⊥)) --> ⊥) --> ⊥) --> z)),15
7,(Diamond(!((⊥ || ⊥))) || y),(((Box(((((⊥ --> ⊥) --> ⊥) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> y),16
7,Box(((v --> v) --> !(y))),Box(((v --> v) --> (y --> ⊥))),8
7,((z || p) --> (z --> w)),(((z --> ⊥) --> p) --> (z --> w)),9
7,Diamond(Diamond((⊥ || Diamond(Box(u))))),(Box(((Box((((⊥ --> ⊥) --> (Box((Box(u) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),21
7,Box(Diamond(Diamond((w --> !(u))))),Box((Box(((Box(((w --> (u --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)),16
7,Box(Diamond(!((q && !(z))))),Box((Box(((((q --> ((z --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥)),17
7,(u --> Diamond(Diamond((r --> v)))),(u --> (Box(((Box(((r --> v) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)),15
7,Diamond(((u <-> !(r)) || q)),(Box(((((((u --> (r --> ⊥)) --> (((r --> ⊥) --> u) --> ⊥)) --> ⊥) --> ⊥) --> q) --> ⊥)) --> ⊥),24
7,Diamond(!((!(Diamond(⊥)) && q))),(Box(((((((Box((⊥ --> ⊥)) --> ⊥) --> ⊥) --> (q --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥),21
7,Diamond(((Diamond(p) && ⊥) || r)),(Box(((((((Box((p --> ⊥)) --> ⊥) --> (⊥ --> ⊥)) --> ⊥) --> ⊥) --> r) --> ⊥)) --> ⊥),21
7,Diamond((y --> (Diamond(t) --> q))),(Box(((y --> ((Box((t --> ⊥)) --> ⊥) --> q)) --> ⊥)) --> ⊥),15
7,Diamond((Diamond(q) && (⊥ && ⊥))),(Box(((((Box((q --> ⊥)) --> ⊥) --> (((⊥ --> (⊥ --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),23
7,Diamond(((r <-> t) || Box(z))),(Box(((((((r --> t) --> ((t --> r) --> ⊥)) --> ⊥) --> ⊥) --> Box(z)) --> ⊥)) --> ⊥),21
7,!(Box((Diamond(!(w)) --> ⊥))),(Box(((Box(((w --> ⊥) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥),13
7,(Box(Box(Diamond(!(⊥)))) --> p),(Box(Box((Box(((⊥ --> ⊥) --> ⊥)) --> ⊥))) --> p),12
7,,,-1
7,,,-1
7,,,-1
8,!(Diamond((s <-> (w && Diamond(q))))),((Box(((((s --> ((w --> ((Box((q --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ((((w --> ((Box((q --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> s) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥),40
8,!((((r <-> v) --> y) <-> p)),((((((((r --> v) --> ((v --> r) --> ⊥)) --> ⊥) --> y) --> p) --> ((p --> ((((r --> v) --> ((v --> r) --> ⊥)) --> ⊥) --> y)) --> ⊥)) --> ⊥) --> ⊥),37
8,((p <-> p) <-> (!(r) <-> s)),((((((p --> p) --> ((p --> p) --> ⊥)) --> ⊥) --> ((((r --> ⊥) --> s) --> ((s --> (r --> ⊥)) --> ⊥)) --> ⊥)) --> ((((((r --> ⊥) --> s) --> ((s --> (r --> ⊥)) --> ⊥)) --> ⊥) --> (((p --> p) --> ((p --> p) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),59
8,!((((w && q) && ⊥) <-> w)),((((((((w --> (q --> ⊥)) --> ⊥) --> (⊥ --> ⊥)) --> ⊥) --> w) --> ((w --> ((((w --> (q --> ⊥)) --> ⊥) --> (⊥ --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥),37
8,((x <-> (⊥ || x)) <-> Diamond(v)),((((((x --> ((⊥ --> ⊥) --> x)) --> ((((⊥ --> ⊥) --> x) --> x) --> ⊥)) --> ⊥) --> (Box((v --> ⊥)) --> ⊥)) --> (((Box((v --> ⊥)) --> ⊥) --> (((x --> ((⊥ --> ⊥) --> x)) --> ((((⊥ --> ⊥) --> x) --> x) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),57
8,((Box(z) && Diamond(r)) <-> Diamond(t)),(((((Box(z) --> ((Box((r --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> (Box((t --> ⊥)) --> ⊥)) --> (((Box((t --> ⊥)) --> ⊥) --> ((Box(z) --> ((Box((r --> ⊥)) --> ⊥) --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),45
8,!((Diamond(w) <-> (Box(s) && u))),(((((Box((w --> ⊥)) --> ⊥) --> ((Box(s) --> (u --> ⊥)) --> ⊥)) --> ((((Box(s) --> (u --> ⊥)) --> ⊥) --> (Box((w --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥) --> ⊥),37
8,(((⊥ <-> s) || Box(q)) <-> z),((((((((⊥ --> s) --> ((s --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> Box(q)) --> z) --> ((z --> (((((⊥ --> s) --> ((s --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> Box(q))) --> ⊥)) --> ⊥),41
8,(q && !((z <-> (t || p)))),((q --> (((((z --> ((t --> ⊥) --> p)) --> ((((t --> ⊥) --> p) --> z) --> ⊥)) --> ⊥) --> ⊥) --> ⊥)) --> ⊥),27
8,!(((r --> Diamond(s)) <-> Box(⊥))),(((((r --> (Box((s --> ⊥)) --> ⊥)) --> Box(⊥)) --> ((Box(⊥) --> (r --> (Box((s --> ⊥)) --> ⊥))) --> ⊥)) --> ⊥) --> ⊥),29
8,((r <-> ⊥) --> (x <-> Diamond(q))),((((r --> ⊥) --> ((⊥ --> r) --> ⊥)) --> ⊥) --> (((x --> (Box((q --> ⊥)) --> ⊥)) --> (((Box((q --> ⊥)) --> ⊥) --> x) --> ⊥)) --> ⊥)),33
8,((w && z) <-> (⊥ && !(p))),(((((w --> (z --> ⊥)) --> ⊥) --> ((⊥ --> ((p --> ⊥) --> ⊥)) --> ⊥)) --> ((((⊥ --> ((p --> ⊥) --> ⊥)) --> ⊥) --> ((w --> (z --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),39
8,((Diamond(p) --> t) <-> Diamond(Box(z))),(((((Box((p --> ⊥)) --> ⊥) --> t) --> (Box((Box(z) --> ⊥)) --> ⊥)) --> (((Box((Box(z) --> ⊥)) --> ⊥) --> ((Box((p --> ⊥)) --> ⊥) --> t)) --> ⊥)) --> ⊥),37
8,!((Diamond((!(r) <-> ⊥)) || w)),((((Box((((((r --> ⊥) --> ⊥) --> ((⊥ --> (r --> ⊥)) --> ⊥)) --> ⊥) --> ⊥)) --> ⊥) --> ⊥) --> w) --> ⊥),26
8,(Diamond(r) <-> (Box(Box(⊥)) || t)),((((Box((r --> ⊥)) --> ⊥) --> ((Box(Box(⊥)) --> ⊥) --> t)) --> ((((Box(Box(⊥)) --> ⊥) --> t) --> (Box((r --> ⊥)) --> ⊥)) --> ⊥)) --> ⊥),33
